FCLTY_NM,CTGRY_ONE_NM,CTGRY_TWO_NM,CTGRY_THREE_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,ROAD_NM,BULD_NO,LC_LA,LC_LO,ZIP_NO,RDNMADR_NM,LNM_ADDR,TEL_NO,HMPG_URL,RSTDE_GUID_CN,OPER_TIME,PARKNG_POSBL_AT,UTILIIZA_PRC_CN,PET_POSBL_AT,PET_INFO_CN,ENTRN_POSBL_PET_SIZE_VALUE,PET_LMTT_MTR_CN,IN_PLACE_ACP_POSBL_AT,OUT_PLACE_ACP_POSBL_AT,FCLTY_INFO_DC,PET_ACP_ADIT_CHRGE_VALUE,LAST_UPDT_DE
애견용품아울렛 반려동물사료및용품,반려동물업,반려동물 서비스,반려동물용품,부산광역시,부산진구,양정동,,7-15 번지,연수로,70,35.17534693,129.078526,47218,부산광역시 부산진구 연수로 70,부산광역시 부산진구 양정동 7-15,(051) 851-3031,http://petgoodsoutlet.itrocks.kr/,연중무휴,매일 10:00~22:00,N,없음,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지용품,없음,20221130
애견용품창고형할인매장,반려동물업,반려동물 서비스,반려동물용품,경기도,시흥시,정왕동,,2320-2 번지,오동마을로6번길,4,37.35293409,126.741886,15049,경기도 시흥시 오동마을로6번길 4,경기도 시흥시 정왕동 2320-2,(031) 520-0289,https://blog.naver.com/bjkorea90,연중무휴,매일 10:00~22:00,Y,없음,Y,해당없음,모두 가능,제한사항 없음,Y,N,창고형 매장 강아지용품 분양 호텔,없음,20221130
애견용품할인마트,반려동물업,반려동물 서비스,반려동물용품,서울특별시,송파구,마천동,,128-5 번지,마천로41길,22,37.49689463,127.149947,5757,서울특별시 송파구 마천로41길 22,서울특별시 송파구 마천동 128-5,(070) 8157-0991,,,,N,없음,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지용품,없음,20221130
애견용품할인마트,반려동물업,반려동물 서비스,반려동물용품,경기도,용인시 처인구,마평동,,240-4 번지,중부대로,1708,37.23115999,127.233848,17143,경기도 용인시 처인구 중부대로 1708,경기도 용인시 처인구 마평동 240-4,(031) 334-1675,,연중무휴,매일 09:30~22:00,N,없음,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지용품,없음,20221130
애견용품할인마트,반려동물업,반려동물 서비스,반려동물용품,전라북도,익산시,남중동,,379-33 번지,동서로,180,35.95466789,126.95406,54619,전라북도 익산시 동서로 180,전라북도 익산시 남중동 379-33,(063) 858-0809,,,,N,없음,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지용품,없음,20221130
애견용품할인매장,반려동물업,반려동물 서비스,반려동물용품,서울특별시,성동구,금호1가동,,510 번지,금호로,152,37.55447639,127.020385,4727,서울특별시 성동구 금호로 152,서울특별시 성동구 금호동1가 510,(022) 233-9680,,,,N,없음,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지용품,없음,20221130
애견용품할인매장,반려동물업,반려동물 서비스,미용,인천광역시,서구,석남동,,457-6 번지,가정로,298,37.51136306,126.672782,22784,인천광역시 서구 가정로 298,인천광역시 서구 석남동 457-6,(032) 571-7999,,연중무휴,매일 10:00~21:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지용품 강아지미용 예약제,없음,20221130
애견용품할인매장,반려동물업,반려동물 서비스,반려동물용품,충청남도,서산시,동문동,,1025-32 번지,안견로,239,36.77781886,126.456968,31991,충청남도 서산시 안견로 239,충청남도 서산시 동문동 1025-32,(041) 669-5979,,,,N,없음,Y,반려동물 전용,모두 가능,제한사항 없음,Y,N,강아지용품 소형 매장,없음,20221130
애견의정원,반려동물업,반려동물 서비스,미용,경상북도,안동시,송현동,,110-4 번지,경북대로,652,36.58733771,128.700534,36631,경상북도 안동시 경상북도대로 652-9,경상북도 안동시 송현동 110-4,(054) 841-2220,https://www.instagram.com/aejeong_dog,연중무휴,매일 07:00~19:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지미용,없음,20221130
애견의집금바다,반려동물업,반려동물 서비스,반려동물용품,경상남도,김해시,동상동,,769 번지,호계로,492,35.23451603,128.884649,50914,경상남도 김해시 호계로 492-1,경상남도 김해시 동상동 769,(055) 337-5533,,연중무휴,매일 09:00~21:00,N,없음,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지용품,없음,20221130
애견종합동물병원,반려동물업,반려의료,동물병원,강원도,강릉시,옥천동,,168-2 번지,경강로,2132,37.75668629,128.899591,25554,강원도 강릉시 경강로 2132,강원도 강릉시 옥천동 168-2,(033) 647-8575,,매주 일요일 법정공휴일,월~금 09:00~17:30 토 09:00~12:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
애견종합병원,반려동물업,반려의료,동물병원,경기도,용인시 처인구,김량장동,,333-2 번지,금령로,26,37.23468026,127.198947,17049,경기도 용인시 처인구 금령로 26,경기도 용인시 처인구 김량장동 333-2,(031) 335-8275,https://dream24animalmedical.modoo.at//,연중무휴,월~금 09:00~21:00 토~일 10:00~17:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
애견카페 댕그라운드,반려동물업,반려동물식당카페,카페,충청북도,청주시 청원구,내수읍,원통리,251-1 번지,원통숲안1길,03월 30일,36.70277026,127.506201,28152,충청북??청주시 청원구 내수읍 원통숲안1길 30-3,충청북도 청주시 청원구 내수읍 원통리 251-1,(0507) 1328-9324,,매주 월요일,화~일 11:00~21:00,Y,5000원,Y,반려동물 전용,10kg 이하,제한사항 없음,Y,Y,애견카페 13세 미만 출입 가능,5000원,20221130
애견카페 똥강아지,반려동물업,반려동물식당카페,카페,경기도,부천시,중동,,1167-3 번지,석천로169번길,34,37.50307308,126.760862,14546,경기도 부천시 석천로169번길 34,경기도 부천시 중동 1167-3,(032) 662-5333,,연중무휴,매일 13:00~22:00,Y,변동,Y,해당없음,모두 가능,주말 공휴일은 입장 불가,Y,N,애견카페 호텔,없음,20221130
애견카페 어썸,반려동물업,반려동물식당카페,카페,충청남도,천안시 서북구,성정동,,1296 번지,성정공원5로,13,36.8282455,127.138935,31109,충청남도 천안시 서북구 성정공원5로 13,충청남도 천안시 서북구 성정동 1296,0,https://m.blog.naver.com/awsome1805,연중무휴,매일 08:00~19:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,애견카페 유치원 호텔 14세 미만 입장 불가,없음,20221130
애견카페122,반려동물업,반려동물식당카페,카페,부산광역시,부산진구,부전동,,450 번지,신천대로,122,35.15362556,129.054047,47282,부산광역시 부산진구 신천대로 122,부산광역시 부산진구 부전동 450,(0507) 1362-5353,https://www.instagram.com/hanaduldul_cafe/,연중무휴,매일 13:00~21:00,Y,8000원,Y,해당없음,12kg 미만,제한사항 없음,Y,N,애견카페 노키즈존,5000원,20221130
애견카페레삐,반려동물업,반려동물식당카페,카페,경기도,의정부시,의정부동,,206-8 번지,평화로,571-1,37.74303547,127.046392,11691,경기도 의정부시 평화로 571-1,경기도 의정부시 의정부동 206-8,(031) 841-9978,http://me2.do/GtmNx1Mm,연중무휴,매일 11:00~23:00,Y,6000원,Y,해당없음,모두 가능,제한사항 없음,Y,N,애견카페,없음,20221130
애견카페왈,반려동물업,반려동물식당카페,카페,경기도,수원시 권선구,곡반정동,,563-1 번지,곡선로50번길,05월 03일,37.23856644,127.029939,16671,경기도 수원시 권선구 곡선로50번길 5-3,경기도 수원시 권선구 곡반정동 563-1,(031) 239-4856,,연중무휴,매일 13:00~22:00,Y,7500원,Y,해당없음,모두 가능,제한사항 없음,Y,Y,애견카페 유치원 호텔,없음,20221130
애견카페왈 사계점,반려동물업,반려동물식당카페,카페,제주특별자치도,서귀포시,안덕면,사계리,385-1 번지,사계로114번길,Dec-54,33.24246552,126.304891,63528,제주특별자치도 서귀포시 안덕면 사계로114번길 54-12,제주특별자치도 서귀포시 안덕면 사계리 385-1,0,http://www.cafewal.com,연중무휴,매일 09:00~18:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,Y,애견카페 유치원 호텔 셀프목욕 회원제,없음,20221130
애견카페왕,반려동물업,반려동물식당카페,카페,경기도,남양주시,일패동,,65-27 번지,경춘로773번길,12월 16일,37.62767091,127.190996,12242,경기도 남양주시 경춘로773번길 12-16,경기도 남양주시 일패동 65-27,0,https://blog.naver.com/onefiss,매주 화 목,수 금~월 11:00~20:00,Y,8000원,Y,해당없음,15kg 미만,대형견은 수요일만 가능,Y,N,애견카페,없음,20221130
애견카페히릿 건대점,반려동물업,반려동물식당카페,카페,서울특별시,광진구,화양동,,111-72 번지,광나루로,404,37.5469693,127.074406,5021,서울특별시 광진구 광나루로 404,서울특별시 광진구 화양동 111-72,(070) 8870-4442,http://blog.naver.com/cafe_hirit,연중무휴,매일 12:00~22:00,N,7500원,Y,해당없음,모두 가능,제한사항 없음,Y,N,애견카페 호텔,없음,20221130
애견펜션 돌봄,반려동물업,반려동반여행,펜션,충청남도,태안군,안면읍,창기리,1996 번지,통샘길,256-5,36.57630723,126.361625,32161,충청남도 태안군 안면읍 통샘길 256-5,충청남도 태안군 안면읍 창기리 1996,(0507) 1342-2775,http://www.pensiondolbom.kr,연중무휴,매일 15:00~11:00,Y,변동,Y,해당없음,20kg 미만,털빠짐 심한 경우 입장 불가,Y,Y,애견 동반 펜션,없음,20221130
애견펜션하젠,반려동물업,반려동반여행,펜션,제주특별자치도,서귀포시,표선면,토산리,1034 번지,토산중앙로,140,33.31800066,126.774513,63626,제주특별자치도 서귀포시 표선면 토산중앙로 140,제주특별자치도 서귀포시 표선면 토산리 1034,(0507) 1305-5064,https://hazen.modoo.at,연중무휴,매일 15:00~10:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,Y,애견 동반 펜션,10000원,20221130
애견프라자,반려동물업,반려동물 서비스,반려동물용품,강원도,속초시,청학동,,632-19 번지,청학로,74,38.20359204,128.582699,24830,강원도 속초시 청학로 74,강원도 속초시 청학동 632-19,(033) 636-6654,,연중무휴,매일 08:00~20:00,Y,없음,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지분양 용품 호텔,없음,20221130
애견하라,반려동물업,반려동물 서비스,미용,경기도,고양시 일산동구,정발산동,,689-10 번지,대산로11번길,32,37.66852143,126.773744,10362,경기도 고양시 일산동구 대산로11번길 32-2,경기도 고양시 일산동구 정발산동 689-10,(0507) 1332-0119,https://www.instagram.com/hara_trimming.salon,매주 일 월,화~토 11:00~19:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지미용 예약제,없음,20221130
애견하우스,반려동물업,반려동물 서비스,반려동물용품,부산광역시,해운대구,반여동,,1291-1038 번지,재반로,189,35.19414711,129.13035,48051,부산광역시 해운대구 재반로 189,부산광역시 해운대구 반여동 1291-1038,(051) 781-0188,,,,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지용품,없음,20221130
애견학당,반려동물업,반려동물 서비스,반려동물용품,경기도,용인시 수지구,죽전동,,1259-1 번지,푸른솔로,87,37.32620886,127.11832,16874,경기도 용인시 수지구 푸른솔로 87,경기도 용인시 수지구 죽전동 1259-1,(0507) 1348-3546,https://smartstore.naver.com/mgbee,연중무휴,매일 10:00~20:00,Y,없음,Y,해당없음,모두 가능,제한사항 없음,Y,N,수제간식 수제비누 원데이클래스 펫테라피,없음,20221130
애견호텔 나무야,반려동물업,반려동물 서비스,미용,충청북도,충주시,금릉동,,153-11 번지,금봉대로,840,36.99386764,127.925447,27336,충청북도 충주시 금봉대로 840,충청북도 충주시 금릉동 153-11,(043) 851-2003,https://instagram.com/gimsuyeon4007?utm_medium=copy_link,연중무휴,매일 09:00~21:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지미용,없음,20221130
애견호텔몽이네맡겨보시개,반려동물업,반려동물식당카페,카페,충청북도,청주시 청원구,오창읍,양청리,819-2 번지,중심상업로,23,36.71287954,127.429229,28120,충청북도 청주시 청원구 오창읍 중심상업로 23,충청북도 청주시 청원구 오창읍 양청리 819-2,(0507) 1411-9570,http://www.instagram.com/doghotel_mong2/,연중무휴,매일 09:00~20:00,Y,변동,Y,해당없음,소형/중형,제한사항 없음,Y,N,애견카페 호텔,없음,20221130
애견회관,반려동물업,반려동물식당카페,카페,경기도,안성시,숭인동,,1-4 번지,혜산로,37,37.01028271,127.274865,17588,경기도 안성시 혜산로 37,경기도 안성시 숭인동 1-4,(0507) 1392-6499,https://instagram.com/aegyeonhoigwan?utm_medium=copy_link,설 추석 당일,매일 09:30~21:00 법정공휴일 09:30~21:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,애견카페,없음,20221130
애경동물병원,반려동물업,반려의료,동물병원,부산광역시,부산진구,연지동,,375-15 번지,새싹로,155,35.17010953,129.049942,47109,부산광역시 부산진구 새싹로 155,부산광역시 부산진구 연지동 375-15,(051) 808-0251,,연중무휴,월~금 10:00~19:00 토 법정공휴일 10:00~17:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
애구애구,반려동물업,반려동물 서비스,반려동물용품,충청북도,충주시,용탄동,,1131-6 번지,충주산단3로,65,37.01686241,127.940642,27325,충청북도 충주시 충주산단3로 65-3,충청북도 충주시 용탄동 1131-6,(070) 8811-2345,https://eguegu.co.kr/,매주 토 일,월~금 09:00~18:00,N,없음,Y,해당없음,모두 가능,제한사항 없음,Y,N,온라인쇼핑몰,없음,20221130
애기강아지,반려동물업,반려동물 서비스,미용,대전광역시,유성구,계산동,,741-5 번지,학하남로47번길,3,36.34019119,127.302991,34208,대전광역시 유성구 학하남로47번길 3-24,대전광역시 유성구 계산동 741-5,(0507) 1315-8318,,1 3째주 일요일,매일 10:00~20:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,애견미용학원,없음,20221130
애기야 애견미용샵,반려동물업,반려동물 서비스,반려동물용품,대구광역시,서구,원대동,,140 번지,달서로,252,35.88437784,128.573536,41731,대구광역시 서구 달서로 252,대구광역시 서구 원대동1가 140,0,https://blog.naver.com/skung7071,연중무휴,매일 09:00~19:00,N,4kg 미만 소형견 전체미용 30000원,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지호텔 용품 사전문의 필수,없음,20221130
애나동물병원,반려동물업,반려의료,동물병원,인천광역시,부평구,산곡동,,2-10 번지,마장로,383,37.51239973,126.703594,21309,인천광역시 부평구 마장로 383,인천광역시 부평구 산곡동 2-10,(032) 529-9633,,매주 일요일,월~금 09:00~21:00 토 09:00~20:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
애니동물병원,반려동물업,반려의료,동물병원,경기도,안산시 상록구,사동,,1518 번지,석호로,54,37.30658982,126.847271,15497,경기도 안산시 상록구 석호로 54,경기도 안산시 상록구 사동 1518,(031) 416-7584,,,,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
애니먼,반려동물업,반려동물 서비스,반려동물용품,대구광역시,남구,이천동,,637-23 번지,명덕로,228,35.85591602,128.594891,42422,대구광역시 남구 명덕로 228-6,대구광역시 남구 이천동 637-23,(070) 8098-8658,http://animan.co.kr/,,,N,없음,Y,해당없음,모두 가능,제한사항 없음,Y,N,온라인쇼핑몰,없음,20221130
애니멀 패밀리 반려견카페,반려동물업,반려동물식당카페,카페,경기도,용인시 처인구,모현읍,초부리,398-2 번지,초부로,84-41,37.31255476,127.25051,17037,경기도 용인시 처인구 모현읍 초부로 84-41,경기도 용인시 처인구 모현읍 초부리 398-2,(0507) 1429-7665,https://animalschool.modoo.at/?link=q7zgd0si,연중무휴,매일 10:00~18:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,Y,애견카페 수영장 호텔 훈련,없음,20221130
애니멀고파크 광주점,반려동물업,반려동물식당카페,카페,광주광역시,광산구,선암동,,123 번지,어등대로648번안길,47,35.14831098,126.780881,62392,광주광역시 광산구 어등대로648번안길 47,광주광역시 광산구 선암동 123,(0507) 1332-3776,https://animalgopark.co.kr/,연중무휴,매일 11:00~18:00,Y,5000원,Y,해당없음,모두 가능,제한사항 없음,Y,N,애견카페 놀이터,없음,20221130
애니멀고파크 논현점,반려동물업,반려동물식당카페,카페,서울특별시,강남구,논현동,,256-14 번지,봉은사로47길,59,37.51356096,127.039785,6100,서울특별시 강남구 봉은사로47길 59,서울특별시 강남구 논현동 256-14,(0507) 1378-4939,https://animalgopark.co.kr/,연중무휴,매일 10:00~21:00,N,5000원,Y,반려동물 전용,모두 가능,제한사항 없음,Y,N,애견카페 유치원 호텔 미용,없음,20221130
애니멀데이 가경점,반려동물업,반려동물 서비스,미용,충청북도,청주시 흥덕구,가경동,,1757 번지,서현동로,4,36.62271195,127.430697,28378,충청북도 청주시 흥덕구 서현동로 4,충청북도 청주시 흥덕구 가경동 1757,(070) 7543-9703,,연중무휴,매일 11:00~21:30,N,소형견 전체미용 30000원,Y,해당없음,소형/중형,공격성 전염질환 있는 경우 입장 제한,Y,N,강아지미용,없음,20221130
애니멀라운지약국,반려동물업,반려의료,동물약국,경기도,수원시 영통구,이의동,,1240 번지,광교로,191,37.29635002,127.046954,16226,경기도 수원시 영통구 광교로 191,경기도 수원시 영통구 이의동 1240,(0507) 1330-6697,,매달 2 4째주 일요일,월~일 10:00~22:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
애니멀마켓,반려동물업,반려동물 서비스,반려동물용품,충청남도,서산시,지곡면,무장리,920 번지,충의로,762,36.84281145,126.448523,31920,충청남도 서산시 지곡면 충의로 762-78,충청남도 서산시 지곡면 무장리 920,(0507) 1493-3349,,매주 일요일,월~토 13:00~19:00,Y,없음,Y,반려동물 전용,모두 가능,제한사항 없음,Y,N,강아지용품 펫 아로마공방 의류,없음,20221130
애니멀즈,반려동물업,반려동물 서비스,반려동물용품,대전광역시,유성구,봉명동,,636-6 번지,온천북로,31,36.35706692,127.346367,34185,대전광역시 유성구 온천북로 31,대전광역시 유성구 봉명동 636-6,(042) 824-8885,http://animalspet.co.kr/,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지분양,없음,20221130
애니멀케어,반려동물업,반려동물 서비스,반려동물용품,경기도,부천시,도당동,,222-24 번지,수도로,88,37.51387933,126.776928,14519,경기도 부천시 수도로 88-35,경기도 부천시 도당동 222-24,(070) 7607-4900,http://www.animalcare.co.kr/,연중무휴,매일 13:00~20:00,Y,없음,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지용품,없음,20221130
애니멀하우스,반려동물업,반려동물 서비스,반려동물용품,광주광역시,광산구,수완동,,1561 번지,수완로10번길,58,35.18766976,126.832025,62305,광주광역시 광산구 수완로10번길 58,광주광역시 광산구 수완동 1561,(0507) 1331-2235,https://blog.naver.com/jeong032999,매주 일요일,월~토 10:00~20:00,Y,없음,Y,반려동물 전용,모두 가능,제한사항 없음,Y,Y,강아지용품 소형 매장,없음,20221130
애니메드,반려동물업,반려동물 서비스,반려동물용품,경기도,용인시 기흥구,구갈동,,374-22 번지,기흥로14번길,2,37.27723955,127.116496,16975,경기도 용인시 기흥구 기흥로14번길 2-1,경기도 용인시 기흥구 구갈동 374-22,(070) 8849-8975,http://animedblog.blog.me/,,,Y,없음,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물용 의료기기,없음,20221130
애니메이션박물관,반려동물업,반려동반여행,박물관,강원도,춘천시,서면,현암리,367-3 번지,박사로,854,37.89302024,127.691924,24461,강원도 춘천시 서면 박사로 854,강원도 춘천시 서면 현암리 367-3,(033) 245-6470,http://www.animationmuseum.com/Ani/index,매주 월요일,화~일 10:00~18:00,Y,6000원,N,해당없음,해당없음,해당없음,Y,N,박물관,없음,20221130
애니몬다,반려동물업,반려동물 서비스,반려동물용품,경기도,고양시 일산동구,식사동,,789 번지,동국로,94,37.6814348,126.804008,10326,경기도 고양시 일산동구 동국로 94,경기도 고양시 일산동구 식사동 789,(070) 8250-4284,https://www.animondakorea.com/,,,N,없음,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지용품 온라인쇼핑몰,없음,20221130
애니몰,반려동물업,반려동물 서비스,반려동물용품,경기도,광주시,능평동,,453-5 번지,능평로30번길,3,37.35418854,127.163874,12772,경기도 광주시 능평로30번길 3-1,경기도 광주시 능평동 453-5,(01) 644-8517,https://blog.naver.com/jihyun9402,매주 일요일,월~토 11:00~21:00,Y,없음,Y,해당없음,모두 가능,제한사항 없음,Y,N,수제간식,없음,20221130
애니몰파크,반려동물업,반려동물 서비스,반려동물용품,서울특별시,강북구,번동,,458-46 번지,도봉로96길,95,37.63814957,127.033116,1060,서울특별시 강북구 도봉로96길 95,서울특별시 강북구 번동 458-46,(02) 902-9097,,매주 토요일,일~금 10:00~20:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지용품 온라인쇼핑몰 전용회사,없음,20221130
애니살롱,반려동물업,반려동물 서비스,미용,서울특별시,강남구,삼성동,,103-16 번지,봉은사로109길,22,37.51682198,127.063965,6082,서울특별시 강남구 봉은사로109길 22-5,서울특별시 강남구 삼성동 103-16,(02) 542-1555,,매주 수 일,월~화 목~토 10:00~19:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지미용,없음,20221130
애니약국,반려동물업,반려의료,동물약국,대구광역시,수성구,범어동,,171-4 번지,달구벌대로,2491,35.85917924,128.635205,42029,대구광역시 수성구 달구벌대로 2491,대구광역시 수성구 범어동 171-4,(053) 264-1898,https://blog.naver.com/anipharm1898,매주 일요일 법정공휴일,월~금 09:30~21:00 토~일 09:30~18:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
애니온동물병원,반려동물업,반려의료,동물병원,경기도,시흥시,정왕동,,1729-2 번지,군자천로,335,37.34671249,126.734631,15036,경기도 시흥시 군자천로 335,경기도 시흥시 정왕동 1729-2,(031) 499-7991,,연중무휴,매일 10:00~20:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
애니웰 동물병원,반려동물업,반려의료,동물병원,경기도,고양시 일산동구,백석동,,1314 번지,장백로,13,37.63969222,126.789982,10449,경기도 고양시 일산동구 장백로 13,경기도 고양시 일산동구 백석동 1314,(0507) 1430-7584,,매주 일요일,월~금 10:00~19:00 토 10:00~15:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
애니존동물병원,반려동물업,반려의료,동물병원,경기도,수원시 팔달구,인계동,,1019-5 번지,인계로108번길,4,37.2676779,127.029225,16489,경기도 수원시 팔달구 인계로108번길 4,경기도 수원시 팔달구 인계동 1019-5,(031) 267-0975,,매주 일요일,월~금 09:30~19:30 토 09:30~17:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
애니컴 메디컬센터,반려동물업,반려의료,동물병원,서울특별시,중구,신당동,,353-130 번지,다산로,Jan-83,37.55208528,127.008045,4599,서울특별시 중구 다산로 83-1,서울특별시 중구 신당동 353-130,(022) 232-9702,https://blog.naver.com/anicomvet,연중무휴,월~토 09:00~20:30 일 11:00~18:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
애니컴메디컬센터,반려동물업,반려의료,동물병원,서울특별시,중구,신당동,,353-130 번지,다산로,83,37.55208528,127.008045,4599,서울특별시 중구 다산로 83-1,서울특별시 중구 신당동 353-130,(022) 232-9702,https://www.anicomvet.com/,법정공휴일,월~토 09:00~20:30 일 11:00~18:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
애니케어 동물병원 수유점,반려동물업,반려의료,동물병원,서울특별시,강북구,수유동,,279-290 번지,삼양로,499,37.64776217,127.01427,1026,서울특별시 강북구 삼양로 499,서울특별시 강북구 수유동 279-290,(02) 996-1007,,매주 일요일,월~금 10:00~19:00 토 10:00~18:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
애니케어동물병원,반려동물업,반려의료,동물병원,서울특별시,동대문구,이문동,,324-3 번지,이문로,80,37.59405154,127.058908,2440,서울특별시 동대문구 이문로 80,서울특별시 동대문구 이문동 324-3,(02) 967-0877,https://blog.naver.com/anycareah,매주 일요일,월~금 10:00~20:00 토 10:00~18:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
애니케어동물병원,반려동물업,반려의료,동물병원,경기도,구리시,토평동,,617-3 번지,벌말로,104,37.58588359,127.147957,11960,경기도 구리시 벌말로 104,경기도 구리시 토평동 617-3,(031) 567-7589,,매주 일요일,월~금 10:00~19:00 토 10:00~17:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
애니펫동물병원,반려동물업,반려의료,동물병원,경기도,용인시 수지구,상현동,,852 번지,만현로,95,37.30802172,127.085283,16930,경기도 용인시 수지구 만현로 95,경기도 용인시 수지구 상현동 852,(031) 266-8898,,매주 일요일 법정공휴일,월~금 10:00~19:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
애니플 반려문화교육센터 앤 퍼피스그린,반려동물업,반려동물식당카페,카페,대전광역시,유성구,송정동,,401-1 번지,송정길84번길,66,36.28658787,127.253189,34204,대전광역시 유성구 송정길84번길 66,대전광역시 유성구 송정동 401-1,(0507) 1482-5900,https://blog.naver.com/aniple0813,매주 월~금,토~일 14:00~19:00,Y,10000원,Y,해당없음,12kg 미만,제한사항 없음,Y,Y,애견카페(주말만) 운동장,없음,20221130
애니피아동물병원,반려동물업,반려의료,동물병원,전라남도,여수시,국동,,543 번지,신월로,688,34.73201478,127.718476,59761,전라남도 여수시 신월로 688,전라남도 여수시 국동 543,(061) 644-2729,,매주 일요일,월~금 09:00~19:00 토 09:00~14:30,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
애니힐동물병원,반려동물업,반려의료,동물병원,인천광역시,남동구,구월동,,1526-1 번지,인하로,608,37.4426664,126.714268,21583,인천광역시 남동구 인하로 608,인천광역시 남동구 구월동 1526-1,(032) 466-7975,,매주 일요일,월~금 10:00~19:30 토 10:00~17:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
애드펫동물병원,반려동물업,반려의료,동물병원,서울특별시,영등포구,양평1동,,1-1 번지,선유서로,67,37.52209338,126.884455,7278,서울특별시 영등포구 선유서로 67,서울특별시 영등포구 양평동2가 1-1,(022) 068-2277,,매주 일요일,월~금 09:00~19:30 토 09:00~17:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
애디앤루이스,반려동물업,반려동물 서비스,반려동물용품,서울특별시,마포구,연남동,,239-10 번지,성미산로,160,37.56445431,126.924003,3983,서울특별시 마포구 성미산로 160,서울특별시 마포구 연남동 239-10,(070) 4142-1058,http://www.eddielouis.com/,연중무휴,매일 13:00~21:00,Y,없음,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지용품,없음,20221130
애몽펫살롱,반려동물업,반려동물 서비스,미용,경기도,김포시,운양동,,1307-3 번지,김포한강1로,250,37.65332676,126.68475,10078,경기도 김포시 김포한강1로 250,경기도 김포시 운양동 1307-3,(031) 981-0767,,연중무휴,매일 10:00~18:00,Y,4kg 미만 소형견 전체미용 40000원,Y,해당없음,모두 가능,입질견 노령견(10세이상) 불가,Y,N,강아지미용 예약제,없음,20221130
